Number,Title,Vehicle_class,Manufacturer,Features,Acquisition,Price,Storage_location,Delivery_method,Modifications,Resale_flag,Resale_price,Race_availability,Top_speed_in_game,Based_on,Seats,weight_in_kg,drive_train,gears,release_date,release_dlc,top_speed_real,lap_time,bulletproof,weapon1_resistance,weapon2_resistance,weapon3_resistance,weapon4_resistance,weapon5_resistance,speed,acceleration,braking,handling,overall,vehicle_url
287, Overflod Entity MT,Super,Overflod,"Has Liveries, HSW Performance Upgrade",Legendary Motorsport,"$2,355,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,413,000	
	($2,036,095 when fully upgraded)",Can be used in Races,106.88 mph (172.00 km/h),2021 Koenigsegg Jesko,2,"1,420	KG",RWD,6,13-Dec-22,1.64 LS Drug Wars,131.25 mph (211.23 km/h),01:03.2,No,1,1,2,1,1,"Speed
92.28","Acceleration
88.62","Braking
33.33","Handling
100.00","Overall
78.56",https://www.gtabase.com//grand-theft-auto-v/vehicles/entity-mt
288, Slamtruck,Utility,Vapid,"Has Liveries, Hydraulics, Peds can stand on top",Southern S.A. Super Autos,"$1,310,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$786,000	
	($954,430 when fully upgraded)",Can be used in Races,77.67 mph (125.00 km/h),Suzy Stuchel's custom 1956 Ford COE 600 Hauler,2,"6,000	KG",RWD,4,21-Jan-21,1.52 Cayo Perico Heist,98.80 mph (159.00 km/h),01:30.3,No,1,1,2,1,1,"Speed
75.12","Acceleration
50.00","Braking
26.67","Handling
71.21","Overall
55.75",https://www.gtabase.com//grand-theft-auto-v/vehicles/slamtruck
289, Western Cliffhanger,Motorcycles,Western,"Has Liveries, Has Variants",Southern S.A. Super Autos,"$225,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$135,000	
	($284,550 when fully upgraded)",Can be used in Races,91.65 mph (147.50 km/h),Harley Davidson XR-750,2,"140	KG",RWD,4,19-Jul-16,1.35 Cunning Stunts,124.75 mph (200.77 km/h),01:02.6,No,1,1,2,1,1,"Speed
79.14","Acceleration
79.50","Braking
36.67","Handling
68.18","Overall
65.87",https://www.gtabase.com//grand-theft-auto-v/vehicles/western-cliffhanger
290, Annis Remus,Sports,Annis,"Has Liveries, Has Trade Price, JDM Car, Tuners Vehicle",Southern S.A. Super Autos,"$1,370,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$822,000	
	($1,176,579 when fully upgraded)",Can be used in Races,91.22 mph (146.80 km/h),Nissan Silvia S13,2,"1,105	KG",RWD,5,20-Jul-21,1.57 Los Santos Tuners,115.50 mph (185.88 km/h),01:06.7,No,1,1,2,1,1,"Speed
78.77","Acceleration
81.75","Braking
30.00","Handling
81.50","Overall
68.00",https://www.gtabase.com//grand-theft-auto-v/vehicles/remus
291, Pegassi Osiris,Super,Pegassi,NA,Legendary Motorsport,"$1,950,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,170,000	
	($1,319,200 when fully upgraded)",Can be used in Races,98.86 mph (159.10 km/h),"Pagani Zonda & Hyurarauruaya, LaFerrari",2,"1,350	KG",NA,6,10-Jun-15,1.27 Ill-Gotten Gains Part 1,122.00 mph (196.34 km/h),01:01.4,No,1,1,2,1,1,"Speed
85.31","Acceleration
88.50","Braking
33.33","Handling
80.30","Overall
71.86",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-osiris
292, Pfister Neon,Sports,Pfister,Electric Vehicle,Legendary Motorsport,"$1,500,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$900,000	
	($1,017,775 when fully upgraded)",Can be used in Races,97.24 mph (156.50 km/h),"Porsche Taycan, Porsche 918 Spyder, second generation Porsche Panamera and the 991.2 Porsche 911",4,"2,000	KG",NA,1,30-Jan-18,1.42 The Doomsday Heist,114.00 mph (183.46 km/h),01:03.3,No,1,1,2,1,1,"Speed
83.97","Acceleration
100.00","Braking
43.33","Handling
68.94","Overall
74.06",https://www.gtabase.com//grand-theft-auto-v/vehicles/pfister-neon
293, Benefactor Schafter LWB (Armored),Sedans,Benefactor,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear",Legendary Motorsport,"$438,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$262,800	
	($337,425 when fully upgraded)",Can be used in Races,88.23 mph (142.00 km/h),Mercedes-Maybach S600,4,"2,000	KG",RWD,5,15-Dec-15,1.31 Executives and Other Criminals,109.25 mph (175.82 km/h),01:09.9,Bullet resistant windows from all sides,2,2,4,1,1,"Speed
76.19","Acceleration
46.25","Braking
27.33","Handling
77.27","Overall
56.76",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-schafter-lwb-armored
294, Shitzu Hakuchou Drag Bike,Motorcycles,Shitzu,"Has Liveries, HSW Performance Upgrade",Legendary Motorsport,"$976,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$585,600	
	($1,531,575 when fully upgraded)",Can be used in Races,98.80 mph (159.00 km/h),Suzuki GSX1300R Hayabusa,2,"270	KG",RWD,6,4-Oct-16,1.36 Bikers,126.50 mph (203.58 km/h),00:57.6,No,1,1,2,1,1,"Speed
85.31","Acceleration
100.00","Braking
46.67","Handling
87.88","Overall
79.96",https://www.gtabase.com//grand-theft-auto-v/vehicles/shitzu-hakuchou-drag-bike
295, Obey Omnis e-GT,Sports,Obey,"Active Spoiler, Armored Vehicle, Countermeasures, Electric Vehicle, Has Liveries, Imani Tech, Proximity Mines, Remote Control Unit",Legendary Motorsport,"$1,795,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,077,000	
	($1,555,450 when fully upgraded)",Can be used in Races,93.05 mph (149.75 km/h),Audi e-Tron GT,4,"2,350	KG",NA,2,26-Jul-22,1.61 Criminal Enterprises,111.50 mph (179.44 km/h),01:04.4,Not Bullet Resistant; Needs Armor Plating upgrade for maximum resistance to explosive,12,12,28,6,2,"Speed
80.35","Acceleration
100.00","Braking
33.33","Handling
100.00","Overall
78.42",https://www.gtabase.com//grand-theft-auto-v/vehicles/omnis-e-gt
296, Obey 10F,Sports,Obey,"Active Spoiler, Has Liveries, Has Variants",Legendary Motorsport,"$1,675,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,005,000	
	($1,204,963 when fully upgraded)",Can be used in Races,99.02 mph (159.35 km/h),Audi R8 Gen II,2,"1,650	KG",RWD,7,6-Oct-22,1.61 Criminal Enterprises,126.00 mph (202.78 km/h),01:03.2,No,1,1,2,1,1,"Speed
85.50","Acceleration
88.62","Braking
36.67","Handling
100.00","Overall
77.70",https://www.gtabase.com//grand-theft-auto-v/vehicles/10f
297, Dewbauchee Rapid GT Classic,Sports Classics,Dewbauchee,Has Liveries,Legendary Motorsport,"$885,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$531,000	
	($712,975 when fully upgraded)",Can be used in Races,92.89 mph (149.50 km/h),"Jensen Interceptor III, Aston Martin V8 Vantage",2,"1,570	KG",RWD,5,12-Sep-17,1.41 Smuggler's Run,119.75 mph (192.72 km/h),01:05.8,No,1,1,2,1,1,"Speed
80.21","Acceleration
75.00","Braking
16.67","Handling
78.79","Overall
62.67",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-rapid-gt-classic
298, Karin Intruder,Sedans,Karin,"JDM Car, Mystery Prize",Can be stolen / found,"$16,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$9,600	
	($77,265 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Infiniti Q45/I30,4,"1,600	KG",RWD,5,17-Sep-13,1.01 Game Launch,106.00 mph (170.59 km/h),01:13.0,No,1,1,2,1,1,"Speed
77.80","Acceleration
50.00","Braking
30.00","Handling
71.21","Overall
57.25",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-intruder
299, Willard Faction,Muscle,Willard,"Has Variants, Mystery Prize, Removable Roof",Benny's Original Motor Works,"$36,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$21,600	
	($153,925 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Buick Regal,2,"1,200	KG",RWD,5,20-Oct-15,1.30 Lowriders,110.75 mph (178.23 km/h),01:16.5,No,1,1,2,1,1,"Speed
75.12","Acceleration
70.00","Braking
26.67","Handling
68.18","Overall
59.99",https://www.gtabase.com//grand-theft-auto-v/vehicles/willard-faction
300,  B-11 Strikeforce,Planes,NA,"Armored Vehicle, Bombs Mod, Bulletproof - Rear, Countermeasures, Has Liveries, Homing Missiles, No Passive Mode, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$3,800,000 ",Hangar (Personal Aircraft),Interaction Menu - Aircraft,Hangar Aircraft Workshop,Can be sold only if purchased (High-End),"$2,280,000	
	($2,467,360 when fully upgraded)",Can be used in Races,158.20 mph (254.60 km/h),"Fairchild Republic A-10 Thunderbolt II ""Warthog"", Northrop YA-9, GAU-8 Avenger",1,"14,000	KG",NA,NA,7-Aug-18,1.44 After Hours,163.75 mph (263.53 km/h),00:46.0,Bulletproof from the rear (rear has no windows),6,2,5,1,1,"Speed
64.00","Acceleration
73.50","Braking
53.00","Handling
50.00","Overall
60.13",https://www.gtabase.com//grand-theft-auto-v/vehicles/b-11-strikeforce
301, Karin Technical Aqua,Off-Road,Karin,"Float on Water, Has Trade Price, No Passive Mode, Special Vehicle, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$1,489,600 ",Vehicle Warehouse (Special),Interaction Menu - Special Vehicles,Los Santos Customs,Cannot be sold,NA,Target Assault Races,80.78 mph (130.00 km/h),"Toyota Hilux, Clarkson's Toybota from Top Gear",3,"3,200	KG",NA,5,13-Dec-16,1.37 Import/Export,93.00 mph (149.67 km/h),01:15.6,No,1,1,2,1,1,"Speed
69.75","Acceleration
62.50","Braking
23.33","Handling
64.55","Overall
55.03",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-technical-aqua
302, Western Company Rogue,Planes,Western Company,"Armored Vehicle, Bombs Mod, Bulletproof - Rear, Countermeasures, Has Liveries, Has Trade Price, Homing Missiles, No Passive Mode, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$1,596,000 ",Hangar (Personal Aircraft),Interaction Menu - Aircraft,Hangar Aircraft Workshop,Can be sold only if purchased (High-End),"$957,600	
	($1,384,675 when fully upgraded)",Can be used in Races,204.18 mph (328.60 km/h),"Beechcraft T-6 Texan II, Embraer EMB 312 Tucano, Pilatus PC-21",2,"4,200	KG",NA,NA,29-Aug-17,1.41 Smuggler's Run,219.50 mph (353.25 km/h),00:35.2,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
90.00","Acceleration
45.00","Braking
46.00","Handling
76.00","Overall
64.25",https://www.gtabase.com//grand-theft-auto-v/vehicles/western-company-rogue
303, Overflod Autarch,Super,Overflod,Bulletproof - Rear,Legendary Motorsport,"$1,955,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,173,000	
	($1,347,725 when fully upgraded)",Can be used in Races,100.04 mph (161.00 km/h),"Scuderia Cameron Glickenhaus SCG 003, McLaren Senna, KTM X-Bow GT4, Koenigsegg One:1",2,"1,300	KG",RWD,6,26-Dec-17,1.42 The Doomsday Heist,125.50 mph (201.97 km/h),01:00.0,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
86.38","Acceleration
94.25","Braking
40.00","Handling
100.00","Overall
80.16",https://www.gtabase.com//grand-theft-auto-v/vehicles/overflod-autarch
304, Dewbauchee Massacro (Racecar),Sports,Dewbauchee,Mystery Prize,Southern S.A. Super Autos,"$385,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$231,000	
	($385,900 when fully upgraded)",Can be used in Races,97.06 mph (156.20 km/h),"Corvette C7, Ferrari F12 Berlinetta/360/F430, 2nd gen Aston Martin Vanquish",2,"1,700	KG",RWD,6,18-Dec-14,1.19 Festive Surprise 2014,121.75 mph (195.94 km/h),01:03.8,No,1,1,2,1,1,"Speed
83.81","Acceleration
91.00","Braking
30.00","Handling
73.64","Overall
69.61",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-massacro-racecar
305, Pegassi Vortex,Motorcycles,Pegassi,Has Liveries,Southern S.A. Super Autos,"$356,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$213,600	
	($378,220 when fully upgraded)",Can be used in Races,91.96 mph (148.00 km/h),Ducati 1199 Panigale Streetfighter,1,"190	KG",RWD,5,25-Oct-16,1.36 Bikers,115.75 mph (186.28 km/h),01:01.0,No,1,1,2,1,1,"Speed
79.41","Acceleration
100.00","Braking
40.00","Handling
65.15","Overall
71.14",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-vortex
306, Maibatsu Sanchez,Motorcycles,Maibatsu,"Has Variants, Mystery Prize",Can be stolen / found,"$8,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$4,800	
	($59,400 when fully upgraded)",Can be used in Races,73.32 mph (118.00 km/h),"2006-2009 Yamaha YZ450F, 2007 Kawasaki KX450F, Honda CRF450X",2,"220	KG",RWD,4,17-Sep-13,1.01 Game Launch,119.50 mph (192.32 km/h),01:04.5,No,1,1,2,1,1,"Speed
63.31","Acceleration
70.00","Braking
36.67","Handling
65.15","Overall
58.78",https://www.gtabase.com//grand-theft-auto-v/vehicles/maibatsu-sanchez
307, Shitzu Hakuchou,Motorcycles,Shitzu,"Has Variants, Mystery Prize",Southern S.A. Super Autos,"$82,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$49,200	
	($104,100 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Suzuki Hayabusa,2,"250	KG",RWD,6,2-Oct-14,1.17 Last Team Standing,134.00 mph (215.65 km/h),01:00.8,No,1,1,2,1,1,"Speed
81.56","Acceleration
78.75","Braking
46.67","Handling
69.70","Overall
69.17",https://www.gtabase.com//grand-theft-auto-v/vehicles/shitzu-hakuchou
308, Vapid Sandking XL,Off-Road,Vapid,NA,Can be stolen / found,"$45,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$27,000	
	($122,220 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Ford Super Duty,4,"2,400	KG",NA,6,17-Sep-13,1.01 Game Launch,99.00 mph (159.32 km/h),01:19.3,No,1,1,2,1,1,"Speed
69.75","Acceleration
50.00","Braking
20.00","Handling
60.61","Overall
50.09",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-sandking-xl
309, Vapid Desert Raid,Off-Road,Vapid,"Bulletproof - Rear, Has Liveries, Has Variants",Southern S.A. Super Autos,"$695,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$417,000	
	($568,850 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Red Bull SMG Buggy,2,"2,200	KG",NA,5,12-Jul-16,1.35 Cunning Stunts,106.50 mph (171.39 km/h),01:07.2,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
75.12","Acceleration
84.75","Braking
10.00","Handling
75.76","Overall
61.41",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-desert-raid
310, Imponte Beater Dukes,Muscle,Imponte,Has Liveries,Southern S.A. Super Autos,"$378,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$226,800	
	($422,943 when fully upgraded)",Can be used in Races,89.48 mph (144.00 km/h),1968-1970 Dodge Charger,2,"1,550	KG",RWD,5,11-Aug-20,1.51 LS Summer Special,112.50 mph (181.05 km/h),01:10.4,No,1,1,2,1,1,"Speed
77.26","Acceleration
78.75","Braking
25.00","Handling
66.67","Overall
61.92",https://www.gtabase.com//grand-theft-auto-v/vehicles/beater-dukes
311, Grotti Cheetah,Super,Grotti,NA,Legendary Motorsport,"$650,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$390,000	
	($529,750 when fully upgraded)",Can be used in Races,95.07 mph (153.00 km/h),"Ferrari Enzo, Koenigsegg Agera, Spania GTA Spano",2,"1,400	KG",RWD,6,17-Sep-13,1.01 Game Launch,120.25 mph (193.52 km/h),01:03.5,No,1,1,2,1,1,"Speed
82.09","Acceleration
80.00","Braking
26.67","Handling
80.30","Overall
67.27",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-cheetah
312, Festival Bus,Service,NA,"Has Liveries, Has Variants, Has Trade Price, Peds can stand on top, Unique Radar Icon",Southern S.A. Super Autos,"$1,842,050 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Transform Races Only,55.92 mph (90.00 km/h),Robot Heart Burning Man Festival Bus,11,"8,000	KG",RWD,4,24-Jul-18,1.44 After Hours,59.75 mph (96.16 km/h),02:08.5,No,1,1,2,1,1,"Speed
48.29","Acceleration
27.50","Braking
8.33","Handling
34.85","Overall
29.74",https://www.gtabase.com//grand-theft-auto-v/vehicles/festival-bus
313, Benefactor Streiter,Sports,Benefactor,NA,Southern S.A. Super Autos,"$500,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$300,000	
	($443,200 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Mercedes-Benz E-Class All Terrain 4x4², Mercedes-Benz CL-Class C216",4,"2,010	KG",NA,6,22-Dec-17,1.42 The Doomsday Heist,111.25 mph (179.04 km/h),01:12.9,No,1,1,2,1,1,"Speed
75.12","Acceleration
53.13","Braking
26.67","Handling
63.03","Overall
54.48",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-streiter
314, Albany Lurcher,Muscle,Albany,"Exclusive to Annual Event, Has Liveries, Has Variants",Southern S.A. Super Autos,"$650,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$390,000	
	($552,725 when fully upgraded)",Can be used in Races,90.72 mph (146.00 km/h),"Buccaneer, 1967 Cadillac Funeral Coach",2,"1,800	KG",RWD,5,29-Oct-15,1.30 Halloween Surprise,114.25 mph (183.87 km/h),01:14.4,No,1,1,2,1,1,"Speed
78.34","Acceleration
72.50","Braking
26.67","Handling
65.15","Overall
60.66",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-lurcher
315, Benefactor Schwartzer,Sports,Benefactor,NA,Can be stolen / found,"$80,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$48,000	
	($163,663 when fully upgraded)",Can be used in Races,91.34 mph (147.00 km/h),Mercedes-Benz C63 AMG,2,"1,400	KG",RWD,5,17-Sep-13,1.01 Game Launch,117.00 mph (188.29 km/h),01:11.1,No,1,1,2,1,1,"Speed
78.87","Acceleration
72.50","Braking
30.00","Handling
69.70","Overall
62.77",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-schwartzer
316, Declasse Sabre Turbo Custom,Muscle,Declasse,"Custom Vehicle, Has Liveries, Hydraulics",Benny's Original Motor Works,"$490,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$294,000	
	($638,125 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Chevrolet Chevelle, Oldsmobile Cutlass",2,"1,300	KG",RWD,5,19-Apr-16,1.33 Lowriders: Custom Classics,121.25 mph (195.13 km/h),01:06.9,No,1,1,2,1,1,"Speed
75.12","Acceleration
70.50","Braking
27.33","Handling
68.48","Overall
60.36",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-sabre-turbo-custom
317, Western Zombie Bobber,Motorcycles,Western,"Has Liveries, Has Variants, Mystery Prize",Southern S.A. Super Autos,"$99,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$59,400	
	($243,030 when fully upgraded)",Can be used in Races,85.13 mph (137.00 km/h),"Bobber variant of Harley Davidson Fat Bob Custom, Iron 883",1,"225	KG",RWD,5,4-Oct-16,1.36 Bikers,113.75 mph (183.06 km/h),01:08.3,No,1,1,2,1,1,"Speed
73.51","Acceleration
72.50","Braking
26.67","Handling
56.82","Overall
57.37",https://www.gtabase.com//grand-theft-auto-v/vehicles/western-zombie-bobber
318, Obey Rocoto,SUVs,Obey,NA,Can be stolen / found,"$85,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$51,000	
	($139,375 when fully upgraded)",Can be used in Races,86.37 mph (139.00 km/h),Porsche Cayenne/Audi Q5,4,"2,400	KG",NA,5,17-Sep-13,1.01 Game Launch,107.50 mph (173.00 km/h),01:15.9,No,1,1,2,1,1,"Speed
74.58","Acceleration
47.50","Braking
8.33","Handling
63.64","Overall
48.51",https://www.gtabase.com//grand-theft-auto-v/vehicles/obey-rocoto
319, Buckingham Pyro,Planes,Buckingham,"Armored Vehicle, Bulletproof - Rear, Countermeasures, Fighter Jet, Has Liveries, Has Trade Price, Homing Missiles, No Passive Mode, Rocket Boost, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$4,455,500 ",Hangar (Personal Aircraft),Interaction Menu - Aircraft,Hangar Aircraft Workshop,Can be sold only if purchased (High-End),"$2,673,300	
	($2,897,875 when fully upgraded)",Can be used in Races,204.18 mph (328.60 km/h),De Havilland Vampire,2,"4,000	KG",NA,NA,10-Oct-17,1.41 Smuggler's Run,222.75 mph (358.48 km/h),00:34.0,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
90.00","Acceleration
53.00","Braking
54.00","Handling
100.00","Overall
74.25",https://www.gtabase.com//grand-theft-auto-v/vehicles/buckingham-pyro
320, Buckingham Luxor Deluxe,Planes,Buckingham,"Armored Vehicle, Bulletproof - Rear, No Passive Mode",Elitás Travel,"$10,000,000 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Can be used in Races,202.69 mph (326.20 km/h),Learjet 45,8,"6,500	KG",NA,NA,10-Jun-15,1.27 Ill-Gotten Gains Part 1,159.50 mph (256.69 km/h),00:47.3,Bulletproof from the rear (rear has no windows),2,1,2,1,1,"Speed
82.00","Acceleration
36.00","Braking
34.00","Handling
23.00","Overall
43.75",https://www.gtabase.com//grand-theft-auto-v/vehicles/buckingham-luxor-deluxe
321, Vapid Contender,SUVs,Vapid,"Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Has Variants",Southern S.A. Super Autos,"$250,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$150,000	
	($238,725 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),"Toyota Tunder Devolro Diablo, Ford Raptor, Ford F-150",4,"2,750	KG",NA,5,26-Jul-16,1.35 Cunning Stunts,109.00 mph (175.42 km/h),01:09.5,Bullet resistant windows from all sides,1,1,2,1,1,"Speed
72.43","Acceleration
65.00","Braking
20.00","Handling
63.64","Overall
55.27",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-contender
322, Police Prison Bus,Emergency,Vapid,"Has Variants, Has Trade Price, Peds can stand on top",Warstock Cache & Carry,"$731,500 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Transform Races Only,55.92 mph (90.00 km/h),International Harvester S-Series; Chevrolet Kodiak; Blue Bird CV200,11,"9,000	KG",RWD,4,17-Sep-13,1.01 Game Launch,65.25 mph (105.01 km/h),02:00.8,No,1,1,2,1,1,"Speed
48.29","Acceleration
35.00","Braking
8.33","Handling
40.91","Overall
33.13",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-police-prison-bus
323, BF Ramp Buggy,Off-Road,BF,"Has Variants, Has Trade Price, No Passive Mode, Special Vehicle, Unique Radar Icon",Warstock Cache & Carry,"$3,192,000 ",Vehicle Warehouse (Special),Interaction Menu - Special Vehicles,Los Santos Customs,Cannot be sold,NA,Transform Races Only,93.21 mph (150.00 km/h),Flip Car used in Fast and Furious 6,2,"1,000	KG",RWD,6,13-Dec-16,1.37 Import/Export,113.00 mph (181.86 km/h),01:05.7,No,1,1,2,1,1,"Speed
80.48","Acceleration
80.00","Braking
33.33","Handling
85.92","Overall
69.94",https://www.gtabase.com//grand-theft-auto-v/vehicles/bf-ramp-buggy
324, Benefactor BR8 (Formula 1 Car),Open Wheel,Benefactor,"Has Liveries, KERS Boost",Legendary Motorsport,"$3,400,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$2,040,000	
	($2,266,625 when fully upgraded)",Can be used in Races,100.97 mph (162.50 km/h),2011 Red Bull RB7 & 2009 Red Bull RB5,1,"550	KG",RWD,6,11-Aug-20,1.51 LS Summer Special,122.75 mph (197.55 km/h),00:54.8,No,1,1,2,1,1,"Speed
87.19","Acceleration
100.00","Braking
43.33","Handling
100.00","Overall
82.63",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-br8-f1
325, Buckingham Howard NX-25,Planes,Buckingham,"Armored Vehicle, Bulletproof - Rear, Countermeasures, Has Liveries, Has Trade Price, Unique Radar Icon",Elitás Travel,"$1,296,750 ",Hangar (Personal Aircraft),Interaction Menu - Aircraft,Hangar Aircraft Workshop,Can be sold only if purchased (High-End),"$778,050	
	($905,125 when fully upgraded)",Can be used in Races,114.58 mph (184.40 km/h),Hughes H-1 Racer,1,"450	KG",NA,NA,26-Sep-17,1.41 Smuggler's Run,203.75 mph (327.90 km/h),00:33.9,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
90.00","Acceleration
97.50","Braking
100.00","Handling
75.00","Overall
90.63",https://www.gtabase.com//grand-theft-auto-v/vehicles/buckingham-howard-nx-25
326, Vapid GB200,Sports,Vapid,Has Liveries,Legendary Motorsport,"$940,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$564,000	
	($740,625 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),"Ford RS200, pre-facelift second generation Subaru Impreza,",2,"1,180	KG",NA,6,20-Mar-18,1.43 Southern SA Super Sport Series,114.25 mph (183.87 km/h),01:06.8,No,1,1,2,1,1,"Speed
81.56","Acceleration
78.75","Braking
33.33","Handling
100.00","Overall
73.41",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-gb200
327, Declasse Tornado Custom,Sports Classics,Declasse,"Convertible - Soft-top, Custom Vehicle, Has Liveries, Has Variants",Benny's Original Motor Works,"$375,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$225,000	
	($601,995 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Chevrolet Bel Air,2,"2,200	KG",RWD,4,4-Apr-16,1.33 Lowriders: Custom Classics,98.25 mph (158.12 km/h),01:24.4,No,1,1,2,1,1,"Speed
69.75","Acceleration
40.25","Braking
8.50","Handling
56.06","Overall
43.64",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-tornado-custom
